"","school","stuid","grade","schid","dist","white","black","hisp","indian","asian","econ","female","ell","disab","sch_fay","dist_fay","luck","ability","measerr","teachq","year","attday","schoolscore","district","schoolhigh","schoolavg","schoollow","readSS","mathSS","proflvl","race"
"288811",167,83995,4,495,105,1,0,0,0,0,1,0,0,0,0,0,1,87.002835674568,-11.447106036975,41.9019137458522,"2001",174,112.322749206613,19,0,1,0,377.251839883339,432.098209234938,"basic","W"
"290761",167,22705,4,205,75,1,0,0,0,0,1,0,0,0,0,0,0,90.053197716919,9.22354467356822,45.4521516065127,"2001",180,112.322749206613,19,0,1,0,365.745002703648,440.482073566087,"basic","W"
"291401",167,127705,4,205,75,1,0,0,0,0,1,0,0,0,0,0,0,111.954932162734,0.759765706053793,63.1653262395221,"2001",180,112.322749206613,19,0,1,0,448.43329892702,486.181027953827,"proficient","W"
"292931",167,76705,4,205,75,1,0,0,0,0,1,0,0,0,0,0,0,100.993186454609,-6.89369720314651,69.0602500309055,"2001",165,112.322749206613,19,0,1,0,458.037362448281,478.302242024429,"proficient","W"
"293371",167,129205,4,205,15,1,0,0,0,0,1,0,0,0,0,0,0,97.3136945622092,-22.2577173603889,74.4485451032266,"2001",158,112.322749206613,19,0,1,0,460.842936963465,469.072429949716,"proficient","W"
"295241",167,140995,4,495,105,1,0,0,0,0,1,0,0,0,0,0,0,93.2340299084439,-5.59084690715246,34.805947448759,"2001",180,112.322749206613,19,0,1,0,398.724453123346,409.45858618042,"basic","W"
"297651",187,80402,5,402,6,1,0,0,0,0,0,0,0,1,0,0,0,114.368284322496,-2.7346126085764,80.5540655572714,"2001",177,112.753505091884,25,0,1,0,482.116197227262,592.353370579395,"proficient","W"
"298501",187,54902,5,402,66,1,0,0,0,0,0,0,0,1,0,0,0,107.667451845057,10.3425549494841,91.8521048391694,"2001",180,112.753505091884,25,0,1,0,504.249678152173,619.306820745467,"proficient","W"
"299171",188,60205,4,205,15,1,0,0,0,0,1,0,0,1,0,0,0,95.6790220250203,-15.3451025107256,63.7994715168212,"2001",167,114.032470337813,1,0,0,1,408.730312190473,440.865287506831,"basic","W"
"300731",188,20995,4,495,105,1,0,0,0,0,1,0,0,1,0,0,0,88.562426382049,13.629342105526,59.6982622334369,"2001",180,114.032470337813,1,0,0,1,371.124170826833,455.253605412988,"basic","W"
"302261",188,88495,4,495,45,1,0,0,0,0,1,0,0,1,0,0,0,109.325762997003,-12.4442267691399,59.1695918054344,"2001",155,114.032470337813,1,0,0,1,399.878145825862,448.980505883314,"basic","W"
"303221",188,18205,4,205,15,1,0,0,0,0,0,0,0,0,1,0,0,82.7957827802193,-12.5458609530133,107.657171181434,"2001",161,112.77250585026,1,0,0,1,572.977107753219,501.015208682249,"advanced","W"
"304071",190,62205,6,205,15,0,0,0,0,1,0,0,1,0,0,0,0,107.504911135225,12.1291917936007,71.9325037857662,"2001",180,117.235199693676,19,0,1,0,562.632404735562,537.100269009963,"advanced","A"
"305981",191,4995,6,495,105,0,0,1,0,0,0,0,1,0,0,0,0,106.842822917993,-16.2247307350211,68.4031359492824,"2001",168,119.45018789288,20,0,1,0,481.325565565733,507.73002986648,"proficient","H"
"307101",191,142995,6,495,105,0,0,1,0,0,0,0,1,0,0,0,0,110.606455473608,-17.0191266098632,53.0818218580785,"2001",178,119.45018789288,20,0,1,0,482.238534426852,482.794562425701,"proficient","H"
"307971",192,148402,7,402,6,0,1,0,0,0,1,0,1,0,0,0,0,95.2862303742162,-4.93774183675865,63.1846365434286,"2001",180,120.345735106336,12,0,1,0,474.63183581099,470.78423973203,"basic","B"
"310971",193,64995,6,495,105,0,1,0,0,0,0,1,0,0,0,0,0,104.759433269577,0.674755120591296,53.9777455233814,"2001",171,120.429924354013,13,0,1,0,488.126590503389,549.919413650802,"proficient","B"
"311401",193,138495,6,495,45,0,1,0,0,0,0,1,0,0,0,0,0,85.7427971711639,-31.7833649108234,105.031477072972,"2001",180,120.429924354013,13,0,1,0,612.070275253635,591.428801355632,"advanced","B"
"312351",193,5205,6,205,15,0,1,0,0,0,0,1,0,0,0,0,0,95.0821936734383,14.7206520602088,54.6960983590825,"2001",166,120.429924354013,13,0,1,0,531.915886538997,555.5964067686,"proficient","B"
"312401",193,81705,6,205,75,0,1,0,0,0,0,1,0,0,0,0,0,110.214884402282,-15.1884053470665,72.3123726494513,"2001",138,120.429924354013,13,0,1,0,616.81974252275,572.904554438652,"advanced","B"
"312851",195,140402,5,402,6,0,0,1,0,0,1,0,1,0,0,0,1,103.517004237843,-9.14653309630806,20.0066165008915,"2001",180,120.729153138808,24,1,0,0,398.884053266589,398.328751381317,"basic","H"
"313661",195,23402,5,402,6,0,0,1,0,0,1,0,1,0,0,0,0,96.7782027024218,-11.0367889177414,73.3516726489405,"2001",180,120.729153138808,24,1,0,0,440.090872443591,465.05383114289,"proficient","H"
"315641",195,41402,5,402,6,0,0,1,0,0,1,0,1,0,0,0,0,105.532575447818,-13.8378310338057,63.4739067839166,"2001",164,120.729153138808,24,1,0,0,468.925693523909,453.016790175852,"proficient","H"
"316091",195,5402,5,402,6,0,0,1,0,0,1,0,1,0,0,0,0,104.264824925274,-3.51066245859516,34.6288389344285,"2001",178,120.729153138808,24,1,0,0,421.549700455243,409.540696005831,"basic","H"
"316721",195,99902,5,402,66,0,0,1,0,0,1,0,1,0,0,0,1,100.917785380073,-13.546008715705,74.14472336649,"2001",154,120.729153138808,24,1,0,0,518.692808442812,489.931772448435,"proficient","H"
"319991",199,62402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,106.644306478577,-7.81612337279396,19.2326042884388,"2001",142,121.708889599942,7,0,1,0,421.910207845918,416.680422790743,"basic","B"
"320791",199,9902,5,402,66,0,1,0,0,0,1,1,0,0,0,0,0,96.4684494998267,-17.7648547541166,33.8142980461649,"2001",168,121.708889599942,7,0,1,0,413.291082757214,423.113468291465,"basic","B"
"322501",199,92402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,110.665059792783,27.4887643398443,36.4742796239719,"2001",169,121.708889599942,7,0,1,0,449.98209077732,487.408321217567,"proficient","B"
"323681",199,119402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,92.6170030956029,6.07807031736722,56.3616340519397,"2001",170,121.708889599942,7,0,1,0,482.480365990517,484.17040232535,"proficient","B"
"324701",199,113402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,100.331401338353,-26.3151914708642,27.3102617334824,"2001",180,121.708889599942,7,0,1,0,407.479540517279,406.580284298308,"basic","B"
"325131",199,68402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,103.837501380715,-11.466563070155,53.7379588198746,"2001",180,121.708889599942,7,0,1,0,502.42489308191,473.067768418855,"proficient","B"
"327801",199,131402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,1,101.793149544318,-12.4157983008699,28.9146097074779,"2001",180,121.708889599942,7,0,1,0,440.814540582083,446.666619516203,"proficient","B"
"327981",199,36902,5,402,66,0,1,0,0,0,1,1,0,0,0,0,0,106.425621911715,28.7732886271235,34.1252669419492,"2001",180,121.708889599942,7,0,1,0,421.470781188063,480.175151628279,"basic","B"
"328391",199,29402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,82.2342639682126,13.3843761974124,31.9398710348953,"2001",176,121.708889599942,7,0,1,0,388.367502182457,436.614620435937,"basic","B"
"330601",199,2402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,1,99.5773062342798,-5.08932134603284,37.7501636462232,"2001",176,121.708889599942,7,0,1,0,476.552498950936,467.869444531993,"proficient","B"
"332121",199,120902,5,402,66,0,1,0,0,0,1,1,0,0,0,0,1,98.3000275753282,15.6331918015837,27.402277175654,"2001",180,121.708889599942,7,0,1,0,473.219016584109,468.46807692597,"proficient","B"
"334661",199,129902,5,402,66,0,1,0,0,0,1,1,0,0,0,0,1,95.7571098350317,38.786562943537,17.6587702240489,"2001",165,121.708889599942,7,0,1,0,414.427288986548,471.332684444412,"basic","B"
"340121",199,149402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,110.017865548403,-4.90872411641219,53.2838660150205,"2001",180,121.708889599942,7,0,1,0,492.134959950891,484.978932469894,"proficient","B"
"341411",199,27902,5,402,66,0,1,0,0,0,1,1,0,0,0,0,0,122.905274125896,18.5836458585206,30.9223606232652,"2001",172,121.708889599942,7,0,1,0,410.00197420922,480.631708889541,"basic","B"
"343591",199,86402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,89.8881628434551,-14.2693637210907,58.1730797652549,"2001",174,121.708889599942,7,0,1,0,479.118648824811,464.393313493734,"proficient","B"
"346541",199,71402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,118.493381516081,17.5291972122896,46.5152715128247,"2001",180,121.708889599942,7,0,1,0,457.286707116682,503.564730911134,"proficient","B"
"346971",199,18902,5,402,66,0,1,0,0,0,1,1,0,0,0,0,0,103.838561819412,-7.6464249195536,38.0569787683415,"2001",170,121.708889599942,7,0,1,0,464.74265890961,448.329203395892,"proficient","B"
"347591",199,128402,5,402,6,0,1,0,0,0,1,1,0,0,0,0,0,112.171723060455,-29.9889400927913,37.423615472025,"2001",156,121.708889599942,7,0,1,0,488.029441186737,433.166305108432,"proficient","B"
"353091",221,47402,5,402,6,0,0,1,0,0,1,0,1,1,0,0,0,95.4679509329703,20.1064643755992,70.8785660995574,"2001",156,122.438874270008,25,0,1,0,361.939856937963,486.07477345693,"below basic","H"
"356411",222,98402,5,402,6,0,1,0,0,0,1,1,0,1,0,0,1,100.448549738835,-0.991011291937305,38.1062737480762,"2001",170,123.418610731142,14,1,0,0,421.214081880467,502.258556571107,"basic","B"
"360851",222,72902,5,402,66,0,1,0,0,0,1,1,0,1,0,0,0,110.929996251328,-13.9354799406992,47.2217895473976,"2001",176,123.418610731142,14,1,0,0,424.331508529309,494.594424822041,"basic","B"
"362931",232,68995,4,495,105,0,1,0,0,0,1,1,0,0,1,0,0,111.091023350052,-23.0215604207493,58.5510218358331,"2001",165,123.437611489518,9,0,1,0,509.815234737368,416.768148884602,"proficient","B"
"363651",232,58495,4,495,45,0,1,0,0,0,1,1,0,0,1,0,0,108.083189386407,-9.49170876466973,34.2955604510313,"2001",161,123.437611489518,9,0,1,0,434.731432503061,383.113703040974,"proficient","B"
"369201",239,71995,4,495,105,0,1,0,0,0,1,1,0,1,1,0,1,99.5100824149911,12.5033709370732,68.3144468623658,"2001",180,125.147332620718,12,0,1,0,449.184080572939,492.529049487216,"proficient","B"
"375481",243,128995,4,495,105,1,0,0,0,0,0,1,0,0,0,0,0,102.340638842976,-15.9992710588496,70.8394235735369,"2001",167,125.869370682842,24,0,1,0,489.804402736854,534.808837225983,"proficient","W"
"376391",243,50995,4,495,105,1,0,0,0,0,0,1,0,0,0,0,0,97.9127431180885,17.8675577502038,79.778325645977,"2001",176,125.869370682842,24,0,1,0,475.131799550884,580.528189601741,"proficient","W"
"377181",243,133705,4,205,75,1,0,0,0,0,0,1,0,0,0,0,0,102.89078974402,-7.95429769480439,90.4390503901067,"2001",164,125.869370682842,24,0,1,0,516.795642401759,579.100755118143,"advanced","W"
"379901",243,78205,4,205,15,1,0,0,0,0,0,1,0,0,0,0,0,106.363252380684,4.34930415210929,91.3425551053009,"2001",168,125.869370682842,24,0,1,0,545.993044894961,596.522372430926,"advanced","W"
"379961",243,48205,4,205,15,1,0,0,0,0,0,1,0,0,0,0,0,116.1035965335,8.35259623696961,110.512408941447,"2001",141,125.869370682842,24,0,1,0,549.265932633659,645.180056913209,"advanced","W"
"380461",243,136705,4,205,75,1,0,0,0,0,0,1,0,0,0,0,0,102.368479901552,12.5453500020218,62.5221161596616,"2001",180,125.869370682842,24,0,1,0,484.693776573993,548.232990193187,"proficient","W"
"385611",243,39205,4,205,15,1,0,0,0,0,0,1,0,0,0,0,0,93.7052115448838,-31.5102409921144,62.5134945092666,"2001",177,125.869370682842,24,0,1,0,483.912083013012,495.498428233463,"proficient","W"
"386471",243,49495,4,495,45,1,0,0,0,0,0,1,0,0,0,0,0,110.986495279157,22.4283324954189,65.1602052759358,"2001",179,125.869370682842,24,0,1,0,497.893569366151,571.538738870661,"proficient","W"
"388301",243,66205,4,205,15,1,0,0,0,0,0,1,0,0,0,0,0,79.262411953011,-3.41332803850718,83.1883761982006,"2001",180,125.869370682842,24,0,1,0,530.458588738475,546.807696554068,"advanced","W"
"390861",243,102205,4,205,15,1,0,0,0,0,0,1,0,0,0,0,0,109.04821027561,-22.3312225662289,70.5480559203462,"2001",153,125.869370682842,24,0,1,0,534.293917532433,534.653789343994,"advanced","W"
"392641",243,64495,4,495,45,1,0,0,0,0,0,1,0,0,0,0,0,94.5322964223937,-3.26086591549523,73.8655381969247,"2001",161,125.869370682842,24,0,1,0,538.52223630686,545.250361478809,"advanced","W"
"392931",243,70495,4,495,45,1,0,0,0,0,0,1,0,0,0,0,0,98.747434423011,-20.6557702541885,114.335840667839,"2001",180,125.869370682842,24,0,1,0,560.87844074739,605.779143209005,"advanced","W"
"394701",256,53995,4,495,105,1,0,0,0,0,0,1,0,1,0,0,0,93.7554755396051,-24.9323180968596,99.7179920017261,"2001",172,127.579091814042,2,0,1,0,496.700741755753,582.118745788573,"proficient","W"
"396041",256,76495,4,495,45,1,0,0,0,0,0,1,0,1,0,0,1,107.88729700346,-6.14586783742129,85.8246921108893,"2001",140,127.579091814042,2,0,1,0,487.444494719758,611.536350590565,"proficient","W"
"402301",258,85402,7,402,6,0,1,0,0,0,1,0,0,0,0,0,0,82.7942888943223,-18.2475168769474,43.9957947070266,"2001",147,132.343324668078,22,0,1,0,471.418215614585,457.521565344486,"basic","B"
"403861",258,59995,4,495,105,0,0,0,0,1,1,0,0,0,1,0,0,103.345226683699,22.0848422918104,56.4728284003932,"2001",176,132.240476390923,22,0,1,0,464.288003586064,438.111360881536,"proficient","A"
"407001",258,23902,7,402,66,0,1,0,0,0,1,0,0,0,0,0,0,120.970828244087,-3.30079055234399,47.5507794619952,"2001",180,132.343324668078,22,0,1,0,514.136706650055,517.119523538928,"proficient","B"
"408471",258,5705,8,205,75,0,1,0,0,0,0,0,0,0,0,0,0,98.376766797399,-16.1056782387823,94.6671588996094,"2001",159,131.064359422149,22,0,1,0,641.133498941483,630.885291894797,"advanced","B"
"409471",258,71902,7,402,66,0,1,0,0,0,1,0,0,0,0,0,0,95.1532973325839,22.8570020981347,30.3545005503953,"2001",178,132.343324668078,22,0,1,0,456.371290240001,486.14020836933,"basic","B"
"409611",258,50402,5,402,6,0,0,0,0,1,1,0,0,0,0,0,0,100.17808360025,-27.0531390687733,68.9670495186852,"2001",164,130.511754501347,22,0,1,0,555.094568073789,469.326131273175,"advanced","A"
"410121",258,8902,7,402,66,0,1,0,0,0,1,0,0,0,0,0,0,105.179192837977,23.074181555016,75.6689258266376,"2001",160,132.343324668078,22,0,1,0,555.903723697219,578.914430610785,"proficient","B"
"410161",258,130402,7,402,6,0,1,0,0,0,1,0,0,0,0,0,0,110.196042895982,-3.14090916872612,23.7741306857853,"2001",172,132.343324668078,22,0,1,0,490.034306524051,463.200217278876,"proficient","B"
"411791",258,92902,7,402,66,0,1,0,0,0,1,0,0,0,0,0,0,91.1513583936163,-5.6474192959815,57.1712890817774,"2001",168,132.343324668078,22,0,1,0,561.357274855649,502.475255829594,"proficient","B"
"412181",258,133402,7,402,6,0,1,0,0,0,1,0,0,0,0,0,0,90.0033724775636,58.9829117553936,29.1436748350493,"2001",172,132.343324668078,22,0,1,0,460.833235715064,514.910916709748,"basic","B"
"412221",258,16402,7,402,6,0,1,0,0,0,1,0,0,0,0,0,0,102.906496237141,20.7075433480397,47.2849682207699,"2001",166,132.343324668078,22,0,1,0,482.535940102385,522.579403509507,"proficient","B"
"415131",258,65902,7,402,66,0,1,0,0,0,1,0,0,0,0,0,1,101.061868738845,24.7578417345402,34.3402448417922,"2001",180,132.343324668078,22,0,1,0,520.789464138866,523.012049553487,"proficient","B"
"415481",258,53902,7,402,66,0,1,0,0,0,1,0,0,0,0,0,0,94.2302915348734,-22.3685583128219,43.6681420005992,"2001",162,132.343324668078,22,0,1,0,496.051735127991,464.239772786851,"proficient","B"
"417781",258,41495,8,495,45,0,1,0,0,0,0,0,0,0,0,0,0,109.589241147502,-17.7351806037957,83.3317224926098,"2001",180,131.064359422149,22,0,1,0,663.097911225614,619.82303742326,"advanced","B"
"419751",258,121402,7,402,6,0,1,0,0,0,1,0,0,0,0,0,0,105.478883710308,-44.9961836601983,4.5324843393965,"2001",152,132.343324668078,22,0,1,0,406.883207018446,381.582979682738,"below basic","B"
"425671",258,11705,8,205,75,0,1,0,0,0,0,0,0,0,0,0,0,98.6778955134965,16.5717413932787,58.833122833212,"2001",180,131.064359422149,22,0,1,0,529.13513263586,598.599322593785,"proficient","B"
"426791",258,91402,7,402,6,0,1,0,0,0,1,0,0,0,0,0,1,91.6100375845527,6.72839167514428,41.0826057379895,"2001",172,132.343324668078,22,0,1,0,483.677092806814,507.810627937294,"proficient","B"
"431631",279,134902,7,402,66,0,1,0,0,0,1,0,0,1,0,0,0,98.1761195715572,5.88758193979525,21.7658699973497,"2001",180,134.053045799278,3,0,0,1,377.564095474436,442.46120988755,"below basic","B"
"432031",279,52402,7,402,6,0,1,0,0,0,1,0,0,1,0,0,0,96.7779248998583,-54.0082789003931,22.1001765677248,"2001",177,134.053045799278,3,0,0,1,401.508567878439,381.776026818109,"below basic","B"
"434041",279,126205,4,205,15,0,0,0,0,1,0,1,1,0,1,0,0,100.236461474352,9.08046472676827,59.9776061473035,"2001",164,133.78950830541,3,0,0,1,535.31182667839,415.596581150209,"advanced","A"
"434831",279,13705,4,205,75,0,0,0,0,1,1,1,1,0,0,0,0,107.10605941792,5.23498719877585,49.6404839266683,"2001",164,133.339751661763,3,0,0,1,432.048624157606,397.206206864823,"proficient","A"
"434861",279,67402,7,402,6,0,1,0,0,0,1,0,0,1,0,0,1,99.7538661234407,-11.2640335025322,35.2635673890886,"2001",164,134.053045799278,3,0,0,1,444.354828184164,473.273888071589,"basic","B"
"435361",279,43402,7,402,6,0,1,0,0,0,1,0,0,1,0,0,0,95.5005560009655,16.8924169136315,37.8392346081602,"2001",163,134.053045799278,3,0,0,1,396.128575299809,480.064894766855,"below basic","B"
"440641",279,101705,8,205,75,0,1,0,0,0,0,0,0,1,0,0,1,82.9147409521489,15.1547295652678,47.4605749894048,"2001",166,132.774080553349,3,0,0,1,498.803672500855,568.41960345599,"basic","B"
"442961",279,108995,8,495,105,0,1,0,0,0,0,0,0,1,0,0,0,105.571330243363,-40.5998337814246,80.0085884219442,"2001",180,132.774080553349,3,0,0,1,554.969551090415,572.798119724088,"proficient","B"
"443261",279,33495,6,495,45,0,0,1,0,0,0,0,0,1,0,0,0,87.0845599406715,17.0286951175392,101.168275648112,"2001",180,133.157498585822,3,0,0,1,515.065123128681,614.298073030834,"proficient","H"
"443841",284,145995,6,495,105,0,1,0,0,0,1,0,0,0,1,0,0,84.4478798520454,-11.0569059609903,33.1069427092406,"2001",180,134.072046557654,9,0,1,0,489.194618185817,385.769730613383,"proficient","B"
"444341",284,39495,6,495,45,0,1,0,0,0,1,0,0,0,1,0,0,103.837629960395,10.2902706140319,61.9565609857151,"2001",169,134.072046557654,9,0,1,0,513.735304308567,479.050457210558,"proficient","B"
"445121",284,80205,6,205,15,0,1,0,0,0,1,0,0,0,1,0,1,90.4022549968724,-11.239289824335,31.1762285557734,"2001",155,134.072046557654,9,0,1,0,477.497910180955,409.828508291399,"proficient","B"
"448181",286,69902,5,402,66,0,0,1,0,0,0,1,1,0,0,0,0,105.327699537205,14.8544483165849,72.6658051840873,"2001",174,134.275774615038,6,0,1,0,469.516578186866,542.730320351009,"proficient","H"
"451361",287,23205,6,205,15,0,1,0,0,0,1,1,1,0,0,0,0,95.5703973178809,-0.989161340801305,37.7450176264829,"2001",174,135.171321828494,6,1,0,0,479.731836609103,442.895837903782,"proficient","B"
"452781",288,94495,4,495,45,0,0,1,0,0,1,1,1,0,0,0,0,79.9654626979873,-7.9129366966151,53.085578694001,"2001",154,135.554739860967,16,0,0,1,367.355196919784,369.266044210182,"basic","H"
"453791",288,90205,4,205,15,0,0,1,0,0,1,1,1,0,0,0,0,96.9888312098681,-40.4174719649962,82.3678267123781,"2001",149,135.554739860967,16,0,0,1,475.848189573893,407.116625768654,"proficient","H"
"454971",288,10495,4,495,45,0,0,1,0,0,1,1,1,0,0,0,0,98.5173823094282,17.7081385074651,63.2831141829371,"2001",161,135.554739860967,16,0,0,1,395.641672487345,432.011806928892,"basic","H"
"455681",288,55495,4,495,45,0,0,1,0,0,1,1,1,0,0,0,0,106.36132120098,-37.7073900426721,33.0492772198328,"2001",160,135.554739860967,16,0,0,1,362.39715854365,329.375340335303,"basic","H"
"456221",288,37495,4,495,45,0,0,1,0,0,1,1,1,0,0,0,0,108.972224434674,12.4299604782209,83.5244282667962,"2001",163,135.554739860967,16,0,0,1,472.305759043818,474.05396945272,"proficient","H"
"456801",288,40705,4,205,75,0,0,1,0,0,1,1,1,0,0,0,0,104.42849529982,-33.3118406341103,45.5891221981267,"2001",157,135.554739860967,16,0,0,1,366.562798442305,354.676879218881,"basic","H"
"457951",288,35995,4,495,105,0,0,1,0,0,1,1,1,0,0,0,0,99.0159440579199,4.23662068468295,76.8930062720796,"2001",163,135.554739860967,16,0,0,1,444.673893449259,443.826542668309,"proficient","H"
"459241",293,19995,6,495,105,0,1,0,0,0,1,0,0,1,1,0,0,106.692643501031,10.0615724151128,92.6954712812026,"2001",157,135.781767688854,13,0,1,0,508.401572977681,549.893131463785,"proficient","B"
"462191",294,60705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,1,101.373344158431,9.25983030620939,88.3651134216472,"2001",164,136.503805750978,21,0,0,1,606.087645909695,616.52321289813,"advanced","W"
"463411",294,106995,6,495,105,1,0,0,0,0,0,0,0,0,0,0,0,113.080948374746,-16.5635386306677,120.527753630002,"2001",156,136.503805750978,21,0,0,1,657.879120619075,639.182058379554,"advanced","W"
"464531",294,123495,6,495,45,1,0,0,0,0,0,0,0,0,0,0,1,95.6829053963378,-5.21399124945318,86.806663158318,"2001",174,136.503805750978,21,0,0,1,595.973975664944,593.520547648037,"advanced","W"
"464891",294,77205,6,205,15,1,0,0,0,0,0,0,0,0,0,0,1,99.6712290884379,47.89003799353,88.783344760026,"2001",171,136.503805750978,21,0,0,1,567.19525410707,654.213030109206,"advanced","W"
"465771",294,123705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,95.0091712241101,-30.8802862923016,72.1315031479701,"2001",159,136.503805750978,21,0,0,1,537.259827037817,518.649459093349,"proficient","W"
"465951",294,58995,6,495,105,1,0,0,0,0,0,0,0,0,0,0,0,111.15479154595,-13.0504385232282,70.113430776757,"2001",147,136.503805750978,21,0,0,1,524.051199002051,548.949412663814,"proficient","W"
"466911",294,143205,6,205,15,1,0,0,0,0,0,0,0,0,0,0,1,104.455638922319,-56.7782304411132,71.9727199112593,"2001",164,136.503805750978,21,0,0,1,588.731897987501,523.711986212793,"advanced","W"
"468491",294,112995,6,495,105,1,0,0,0,0,0,0,0,0,0,0,0,122.280071213944,-12.2373805937369,74.6680009750204,"2001",164,136.503805750978,21,0,0,1,604.790563507655,569.182987407853,"advanced","W"
"468871",294,147495,6,495,45,1,0,0,0,0,0,0,0,0,0,0,0,108.433179205237,13.9748058152912,69.6180512567332,"2001",149,136.503805750978,21,0,0,1,524.259679180567,572.35081011099,"proficient","W"
"469751",294,30705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,102.510521759991,-17.3738393213502,82.1062088128601,"2001",158,136.503805750978,21,0,0,1,547.170398704547,557.82418462094,"proficient","W"
"471981",294,47205,6,205,15,1,0,0,0,0,0,0,0,0,0,0,0,95.4077596343777,0.678247645500919,93.0223593372905,"2001",162,136.503805750978,21,0,0,1,580.272705221938,588.655090684081,"advanced","W"
"472551",294,144705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,101.016070744329,-16.9556291149939,118.194402313311,"2001",179,136.503805750978,21,0,0,1,656.291074328935,622.475358308643,"advanced","W"
"473071",294,119205,6,205,15,1,0,0,0,0,0,0,0,0,0,0,1,98.2202836581275,-3.74915423072944,87.5702087286574,"2001",158,136.503805750978,21,0,0,1,592.439971674583,598.913408215033,"advanced","W"
"473091",294,49995,6,495,105,1,0,0,0,0,0,0,0,0,0,0,0,80.7749268558333,-6.89820398645063,71.1850332040253,"2001",148,136.503805750978,21,0,0,1,532.467647693746,526.673491645269,"proficient","W"
"473241",294,18495,6,495,45,1,0,0,0,0,0,0,0,0,0,0,0,89.7399372060113,-13.3079264270535,70.4500328392208,"2001",180,136.503805750978,21,0,0,1,526.262804923633,527.890123641454,"proficient","W"
"473351",294,69705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,82.3568580756915,11.2064712569521,105.171355086772,"2001",174,136.503805750978,21,0,0,1,593.015506490013,608.259374546076,"advanced","W"
"476111",294,103995,6,495,105,1,0,0,0,0,0,0,0,0,0,0,0,100.978130569911,13.5728104991161,107.342592688523,"2001",166,136.503805750978,21,0,0,1,597.385365531588,633.201460584975,"advanced","W"
"476191",294,105705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,95.2882024013655,15.2963656469565,99.0112836548316,"2001",167,136.503805750978,21,0,0,1,589.647772260029,614.061277266637,"advanced","W"
"476371",294,45705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,108.595751847855,1.82597101704907,91.9948725403087,"2001",180,136.503805750978,21,0,0,1,603.895022668828,601.119444916685,"advanced","W"
"476771",294,125205,6,205,15,1,0,0,0,0,0,0,0,0,0,0,0,104.155164473129,-18.678864543508,59.6193364031552,"2001",171,136.503805750978,21,0,0,1,532.559015450759,517.208469072167,"proficient","W"
"476871",294,84705,6,205,75,1,0,0,0,0,0,0,0,0,0,0,0,98.2134977169686,-22.0090487536939,91.4437307493852,"2001",180,136.503805750978,21,0,0,1,577.630896629256,565.898376659481,"advanced","W"
"478401",294,96495,6,495,45,1,0,0,0,0,0,0,0,0,0,0,0,95.3949826279011,-22.1155966066756,109.765553064376,"2001",180,136.503805750978,21,0,0,1,653.779204176473,596.34284244219,"advanced","W"
"479811",294,20205,6,205,15,1,0,0,0,0,0,0,0,0,0,0,1,107.617654637247,2.91174587131674,71.7430538273194,"2001",180,136.503805750978,21,0,0,1,589.009207350773,586.145687479911,"advanced","W"
"486701",305,117902,5,402,66,1,0,0,0,0,1,0,0,0,0,0,1,89.883777438539,-19.349817482554,55.4855734497943,"2001",172,137.782770996907,19,0,1,0,506.314839146901,479.510354515302,"proficient","W"
"486981",305,111902,5,402,66,1,0,0,0,0,1,0,0,0,0,0,0,105.651587822303,35.0567708207049,61.5695617243565,"2001",173,137.782770996907,19,0,1,0,478.813465093277,538.962323544055,"proficient","W"
"490821",305,12902,5,402,66,1,0,0,0,0,1,0,0,0,0,0,0,93.9157278234827,-4.22832629624888,75.0600486815844,"2001",156,137.782770996907,19,0,1,0,519.430433561013,512.511585716014,"proficient","W"
"491771",305,20402,5,402,6,1,0,0,0,0,1,0,0,0,0,0,0,100.205455105242,-37.1152976290642,30.2105228132756,"2001",158,137.782770996907,19,0,1,0,401.510478337025,404.229915518667,"basic","W"
"494561",305,56402,5,402,6,1,0,0,0,0,1,0,0,0,0,0,0,107.059373966437,-36.28710287703,62.041075048768,"2001",180,137.782770996907,19,0,1,0,464.50158160636,469.885003047167,"proficient","W"
"496731",305,24902,5,402,66,1,0,0,0,0,1,0,0,0,0,0,0,102.988404738803,-21.702008748961,66.0213219625866,"2001",150,137.782770996907,19,0,1,0,493.437961456513,487.648350292348,"proficient","W"
